cveId,priority
CVE-2024-24325,HIGH
CVE-2024-24326,HIGH
CVE-2024-24327,HIGH
CVE-2024-24328,HIGH
CVE-2024-24329,HIGH
CVE-2024-24330,HIGH
CVE-2024-24331,HIGH
CVE-2024-24332,HIGH
CVE-2024-24333,HIGH
CVE-2024-24495,HIGH
CVE-2024-24496,MEDIUM
CVE-2024-24498,HIGH
CVE-2024-24543,HIGH
CVE-2024-24576,MEDIUM
CVE-2024-24578,HIGH
CVE-2024-24797,HIGH
CVE-2024-25089,HIGH
CVE-2024-25096,HIGH
CVE-2024-25100,HIGH
CVE-2024-25110,HIGH
CVE-2024-25153,HIGH
CVE-2024-25693,MEDIUM
CVE-2024-25912,HIGH
CVE-2024-25913,HIGH
CVE-2024-25925,HIGH
CVE-2024-2605,MEDIUM
CVE-2024-2610,LOW
CVE-2024-2611,LOW
CVE-2024-26158,MEDIUM
CVE-2024-26159,MEDIUM
CVE-2024-2616,LOW
CVE-2024-26160,LOW
CVE-2024-26161,MEDIUM
CVE-2024-26162,MEDIUM
CVE-2024-26164,MEDIUM
CVE-2024-26166,MEDIUM
CVE-2024-26168,MEDIUM
CVE-2024-26169,MEDIUM
CVE-2024-26170,MEDIUM
CVE-2024-26171,MEDIUM
CVE-2024-26172,LOW
CVE-2024-26174,LOW
CVE-2024-26175,MEDIUM
CVE-2024-26176,MEDIUM
CVE-2024-26177,LOW
CVE-2024-26178,MEDIUM
CVE-2024-26179,MEDIUM
CVE-2024-26180,MEDIUM
CVE-2024-26182,MEDIUM
CVE-2024-26183,LOW
CVE-2024-26185,LOW
CVE-2024-26189,MEDIUM
CVE-2024-26190,LOW
CVE-2024-26193,LOW
CVE-2024-26194,MEDIUM
CVE-2024-26195,MEDIUM
CVE-2024-26197,LOW
CVE-2024-26198,MEDIUM
CVE-2024-26199,MEDIUM
CVE-2024-26200,MEDIUM
CVE-2024-26201,LOW
CVE-2024-26202,MEDIUM
CVE-2024-26203,MEDIUM
CVE-2024-26204,LOW
CVE-2024-26205,MEDIUM
CVE-2024-26207,LOW
CVE-2024-26208,MEDIUM
CVE-2024-26209,LOW
CVE-2024-26210,MEDIUM
CVE-2024-26211,MEDIUM
CVE-2024-26212,LOW
CVE-2024-26213,MEDIUM
CVE-2024-26214,MEDIUM
CVE-2024-26215,LOW
CVE-2024-26216,MEDIUM
CVE-2024-26217,LOW
CVE-2024-26218,MEDIUM
CVE-2024-26219,LOW
CVE-2024-26220,LOW
CVE-2024-26221,MEDIUM
CVE-2024-26222,MEDIUM
CVE-2024-26223,MEDIUM
CVE-2024-26224,MEDIUM
CVE-2024-26226,LOW
CVE-2024-26227,MEDIUM
CVE-2024-26228,MEDIUM
CVE-2024-26229,MEDIUM
CVE-2024-26230,MEDIUM
CVE-2024-26231,MEDIUM
CVE-2024-26232,MEDIUM
CVE-2024-26233,MEDIUM
CVE-2024-26234,LOW
CVE-2024-26235,LOW
CVE-2024-26236,MEDIUM
CVE-2024-26237,MEDIUM
CVE-2024-26239,MEDIUM
CVE-2024-26240,MEDIUM
CVE-2024-26241,MEDIUM
CVE-2024-26242,MEDIUM
CVE-2024-26243,MEDIUM
CVE-2024-26244,MEDIUM
CVE-2024-26245,MEDIUM
CVE-2024-26248,MEDIUM
CVE-2024-2625,MEDIUM
CVE-2024-26250,MEDIUM
CVE-2024-26251,LOW
CVE-2024-26252,LOW
CVE-2024-26253,LOW
CVE-2024-26254,LOW
CVE-2024-26255,LOW
CVE-2024-26256,MEDIUM
CVE-2024-26257,MEDIUM
CVE-2024-2626,MEDIUM
CVE-2024-26260,HIGH
CVE-2024-2627,MEDIUM
CVE-2024-26275,LOW
CVE-2024-26276,LOW
CVE-2024-26277,LOW
CVE-2024-2628,MEDIUM
CVE-2024-27099,HIGH
CVE-2024-27198,HIGH
CVE-2024-27304,HIGH
CVE-2024-27307,HIGH
CVE-2024-27767,HIGH
CVE-2024-27768,HIGH
CVE-2024-27922,HIGH
CVE-2024-27957,HIGH
CVE-2024-2807,HIGH
CVE-2024-2809,HIGH
CVE-2024-2810,HIGH
CVE-2024-2811,HIGH
CVE-2024-2815,HIGH
CVE-2024-28222,HIGH
CVE-2024-28253,HIGH
CVE-2024-28254,HIGH
CVE-2024-28255,HIGH
CVE-2024-2850,HIGH
CVE-2024-2852,HIGH
CVE-2024-28535,HIGH
CVE-2024-2855,HIGH
CVE-2024-28553,HIGH
CVE-2024-28735,MEDIUM
CVE-2024-28847,HIGH
CVE-2024-28848,HIGH
CVE-2024-2886,MEDIUM
CVE-2024-2887,MEDIUM
CVE-2024-28896,LOW
CVE-2024-28897,MEDIUM
CVE-2024-28898,LOW
CVE-2024-28900,LOW
CVE-2024-28901,LOW
CVE-2024-28902,LOW
CVE-2024-28903,MEDIUM
CVE-2024-28904,LOW
CVE-2024-28905,LOW
CVE-2024-28906,MEDIUM
CVE-2024-28907,MEDIUM
CVE-2024-28908,MEDIUM
CVE-2024-28909,MEDIUM
CVE-2024-28910,MEDIUM
CVE-2024-28911,MEDIUM
CVE-2024-28912,MEDIUM
CVE-2024-28913,MEDIUM
CVE-2024-28914,MEDIUM
CVE-2024-28915,MEDIUM
CVE-2024-28916,LOW
CVE-2024-28917,LOW
CVE-2024-28919,MEDIUM
CVE-2024-28920,MEDIUM
CVE-2024-28921,MEDIUM
CVE-2024-28922,LOW
CVE-2024-28923,MEDIUM
CVE-2024-28924,MEDIUM
CVE-2024-28925,MEDIUM
CVE-2024-28926,MEDIUM
CVE-2024-28927,MEDIUM
CVE-2024-28929,MEDIUM
CVE-2024-28930,MEDIUM
CVE-2024-28931,MEDIUM
CVE-2024-28932,MEDIUM
CVE-2024-28933,MEDIUM
CVE-2024-28934,MEDIUM
CVE-2024-28935,MEDIUM
CVE-2024-28936,MEDIUM
CVE-2024-28937,MEDIUM
CVE-2024-28938,MEDIUM
CVE-2024-28939,MEDIUM
CVE-2024-28940,MEDIUM
CVE-2024-28941,MEDIUM
CVE-2024-28942,MEDIUM
CVE-2024-28943,MEDIUM
CVE-2024-28944,MEDIUM
CVE-2024-28945,MEDIUM
CVE-2024-29043,MEDIUM
CVE-2024-29044,MEDIUM
CVE-2024-29045,MEDIUM
CVE-2024-29046,MEDIUM
CVE-2024-29047,MEDIUM
CVE-2024-29048,MEDIUM
CVE-2024-29049,LOW
CVE-2024-29050,MEDIUM
CVE-2024-29052,MEDIUM
CVE-2024-29053,MEDIUM
CVE-2024-29054,MEDIUM
CVE-2024-29055,MEDIUM
CVE-2024-29056,LOW
CVE-2024-29061,MEDIUM
CVE-2024-29062,LOW
CVE-2024-29063,LOW
CVE-2024-29064,LOW
CVE-2024-29066,MEDIUM
CVE-2024-2952,MEDIUM
CVE-2024-29745,LOW
CVE-2024-29748,LOW
CVE-2024-29981,LOW
CVE-2024-29982,MEDIUM
CVE-2024-29983,MEDIUM
CVE-2024-29984,MEDIUM
CVE-2024-29985,MEDIUM
CVE-2024-29988,MEDIUM
CVE-2024-29989,LOW
CVE-2024-29990,MEDIUM
CVE-2024-29992,LOW
CVE-2024-29993,MEDIUM
CVE-2024-30189,LOW
CVE-2024-30190,LOW
CVE-2024-30191,LOW
CVE-2024-30224,HIGH
CVE-2024-30247,HIGH
CVE-2024-3094,MEDIUM
CVE-2024-3098,HIGH
CVE-2024-31218,MEDIUM
CVE-2024-31465,MEDIUM
CVE-2024-3156,MEDIUM
CVE-2024-3157,MEDIUM
CVE-2024-3158,MEDIUM
CVE-2024-3159,MEDIUM
CVE-2024-31848,HIGH
CVE-2024-31849,HIGH
CVE-2024-31978,MEDIUM
CVE-2024-31981,MEDIUM
CVE-2024-31982,HIGH
CVE-2024-31983,MEDIUM
CVE-2024-31984,MEDIUM
CVE-2024-31987,MEDIUM
CVE-2024-31996,HIGH
CVE-2024-31997,MEDIUM
CVE-2024-3272,HIGH
CVE-2024-3273,MEDIUM
CVE-2024-3400,HIGH
CVE-2024-3515,MEDIUM
CVE-2024-3516,MEDIUM
CVE-2020-26116,LOW
CVE-2022-1705,LOW
CVE-2023-25815,LOW
CVE-2022-2520,LOW
CVE-2022-30631,LOW
CVE-2020-36557,LOW
CVE-2022-38090,LOW
CVE-2022-21618,LOW
CVE-2022-34903,LOW
CVE-2022-42012,LOW
CVE-2022-32149,LOW
CVE-2022-31159,LOW
CVE-2022-36109,LOW
CVE-2022-1975,LOW
CVE-2021-28165,LOW
CVE-2022-3599,LOW
CVE-2023-28328,LOW
CVE-2022-38752,LOW
CVE-2023-21954,LOW
CVE-2021-37136,LOW
CVE-2022-24823,LOW
CVE-2021-33503,LOW
CVE-2021-36221,LOW
CVE-2020-25649,LOW
CVE-2021-34428,LOW
CVE-2021-43797,LOW
CVE-2021-3424,LOW
CVE-2022-21541,LOW
CVE-2022-2991,LOW
CVE-2021-21290,LOW
CVE-2023-21843,LOW
CVE-2020-1945,LOW
CVE-2022-21628,LOW
CVE-2021-2471,LOW
CVE-2022-24302,LOW
CVE-2021-3114,LOW
CVE-2022-2318,LOW
CVE-2022-30630,LOW
CVE-2023-27538,LOW
CVE-2022-37866,LOW
CVE-2022-21549,LOW
CVE-2023-34455,LOW
CVE-2021-3754,LOW
CVE-2022-1245,LOW
CVE-2023-35636,LOW
CVE-2024-31392,LOW
CVE-2024-31393,LOW
CVE-2017-17442,LOW
CVE-2023-48245,LOW
CVE-2024-25016,LOW
CVE-2019-9169,LOW
CVE-2023-2464,LOW
CVE-2023-2465,LOW
CVE-2023-2468,LOW
CVE-2023-2462,LOW
CVE-2023-2459,LOW
CVE-2023-2463,LOW
CVE-2023-2460,LOW
CVE-2023-2466,LOW
CVE-2023-2467,LOW
CVE-2023-2726,LOW
CVE-2023-2941,LOW
CVE-2023-2937,LOW
CVE-2023-36868,LOW
CVE-2023-3734,LOW
CVE-2023-3735,LOW
CVE-2023-3740,LOW
CVE-2023-3737,LOW
CVE-2023-3733,LOW
CVE-2023-3736,LOW
CVE-2023-3738,LOW
CVE-2023-4078,LOW
CVE-2023-4764,LOW
CVE-2023-5481,LOW
CVE-2023-5487,LOW
CVE-2023-5483,LOW
CVE-2023-5475,LOW
CVE-2023-5485,LOW
CVE-2023-5486,LOW
CVE-2023-5477,LOW
CVE-2023-5473,LOW
CVE-2023-5478,LOW
CVE-2023-5484,LOW
CVE-2023-5479,LOW
CVE-2024-1676,LOW
CVE-2024-2629,LOW
CVE-2024-2631,LOW
CVE-2024-2630,LOW
CVE-2023-36584,LOW
CVE-2023-6210,LOW
CVE-2023-6208,LOW
CVE-2023-6209,LOW
CVE-2023-6211,LOW
CVE-2022-34670,LOW
CVE-2022-42256,LOW
CVE-2022-34678,LOW
CVE-2023-4582,LOW
CVE-2023-4580,LOW
CVE-2023-4053,LOW
CVE-2022-42263,LOW
CVE-2022-34682,LOW
CVE-2023-4052,LOW
CVE-2022-42264,LOW
CVE-2022-34680,LOW
CVE-2023-4583,LOW
CVE-2022-42259,LOW
CVE-2022-34674,LOW
CVE-2022-42254,LOW
CVE-2023-6205,LOW
CVE-2022-34677,LOW
CVE-2022-34684,LOW
CVE-2022-23825,LOW
CVE-2023-6204,LOW
CVE-2022-42257,LOW
CVE-2022-42258,LOW
CVE-2023-6206,LOW
CVE-2022-34679,LOW
CVE-2022-21349,LOW
CVE-2022-42255,LOW
CVE-2023-4051,LOW
CVE-2022-21291,LOW
CVE-2023-4578,LOW
CVE-2018-11307,LOW
CVE-2024-20666,LOW
CVE-2020-14326,LOW
CVE-2023-0091,LOW
CVE-2022-41946,LOW
CVE-2020-25633,LOW
CVE-2021-20289,LOW
CVE-2022-4147,LOW
CVE-2018-11775,LOW
CVE-2022-41862,LOW
CVE-2019-1551,LOW
CVE-2019-1547,LOW
CVE-2019-1563,LOW
CVE-2019-1549,LOW
CVE-2019-17567,LOW
CVE-2023-24807,LOW
CVE-2023-23920,LOW
CVE-2023-23918,LOW
CVE-2023-23936,LOW
CVE-2023-23919,LOW
CVE-2019-0222,LOW
CVE-2015-7559,LOW
CVE-2023-36427,LOW
CVE-2023-36403,LOW
CVE-2023-36404,LOW
CVE-2023-28709,LOW
CVE-2023-0482,LOW
CVE-2022-45787,LOW
CVE-2023-0264,LOW
CVE-2023-0594,LOW
CVE-2022-35957,LOW
CVE-2022-36062,LOW
CVE-2022-39229,LOW
CVE-2022-23552,LOW
CVE-2022-39324,LOW
CVE-2022-39201,LOW
CVE-2022-23498,LOW
CVE-2022-31130,LOW
CVE-2022-39306,LOW
CVE-2022-31123,LOW
CVE-2022-39307,LOW
CVE-2023-36603,LOW
CVE-2023-36581,LOW
CVE-2023-36720,LOW
CVE-2023-36563,LOW
CVE-2023-36579,LOW
CVE-2023-36570,LOW
CVE-2023-36596,LOW
CVE-2023-36718,LOW
CVE-2022-25883,LOW
CVE-2018-1313,LOW
CVE-2017-11468,LOW
CVE-2021-25220,LOW
CVE-2019-11253,LOW
CVE-2015-1832,LOW
CVE-2022-3064,LOW
CVE-2021-4235,LOW
CVE-2024-0519,LOW
CVE-2023-38160,LOW
CVE-2023-38147,LOW
CVE-2023-38149,LOW
CVE-2023-38140,LOW
CVE-2023-36805,LOW
CVE-2023-36803,LOW
CVE-2023-36431,LOW
CVE-2023-36721,LOW
CVE-2023-36722,LOW
CVE-2023-36585,LOW
CVE-2023-36576,LOW
CVE-2023-36717,LOW
CVE-2023-36602,LOW
CVE-2023-36713,LOW
CVE-2023-36606,LOW
CVE-2023-36567,LOW
CVE-2023-36709,LOW
CVE-2023-36724,LOW
CVE-2022-39172,LOW
CVE-2024-23790,LOW
CVE-2022-25762,LOW
CVE-2021-43980,LOW
CVE-2023-22043,LOW
CVE-2023-22044,LOW
CVE-2023-24862,LOW
CVE-2023-23409,LOW
CVE-2023-24865,LOW
CVE-2023-24911,LOW
CVE-2023-24866,LOW
CVE-2023-23407,LOW
CVE-2023-24858,LOW
CVE-2023-24863,LOW
CVE-2023-23412,LOW
CVE-2023-24870,LOW
CVE-2023-24859,LOW
CVE-2023-1018,LOW
CVE-2023-24906,LOW
CVE-2023-23411,LOW
CVE-2023-23414,LOW
CVE-2023-24857,LOW
CVE-2023-24856,LOW
CVE-2023-23394,LOW
CVE-2023-28266,LOW
CVE-2023-28217,LOW
CVE-2023-28228,LOW
CVE-2023-28267,LOW
CVE-2023-28269,LOW
CVE-2023-28270,LOW
CVE-2023-28226,LOW
CVE-2023-21729,LOW
CVE-2023-24885,LOW
CVE-2023-28221,LOW
CVE-2023-24883,LOW
CVE-2023-28249,LOW
CVE-2023-24931,LOW
CVE-2023-28276,LOW
CVE-2023-28222,LOW
CVE-2023-28253,LOW
CVE-2023-28227,LOW
CVE-2023-28229,LOW
CVE-2023-28241,LOW
CVE-2023-28298,LOW
CVE-2023-28273,LOW
CVE-2023-28271,LOW
CVE-2023-28302,LOW
CVE-2023-28224,LOW
CVE-2023-28235,LOW
CVE-2023-24940,LOW
CVE-2023-24939,LOW
CVE-2023-24901,LOW
CVE-2023-28251,LOW
CVE-2023-24948,LOW
CVE-2023-24944,LOW
CVE-2023-24945,LOW
CVE-2023-24947,LOW
CVE-2023-24900,LOW
CVE-2023-24942,LOW
CVE-2023-29352,LOW
CVE-2023-24937,LOW
CVE-2023-29351,LOW
CVE-2023-32011,LOW
CVE-2023-32019,LOW
CVE-2023-32016,LOW
CVE-2023-24938,LOW
CVE-2023-29331,LOW
CVE-2023-29368,LOW
CVE-2023-29364,LOW
CVE-2023-32013,LOW
CVE-2023-32030,LOW
CVE-2023-35318,LOW
CVE-2023-35324,LOW
CVE-2023-32043,LOW
CVE-2023-32044,LOW
CVE-2023-35332,LOW
CVE-2023-32037,LOW
CVE-2023-33172,LOW
CVE-2023-35314,LOW
CVE-2023-35296,LOW
CVE-2023-35339,LOW
CVE-2023-35306,LOW
CVE-2023-35338,LOW
CVE-2023-32041,LOW
CVE-2023-35319,LOW
CVE-2023-35325,LOW
CVE-2023-33173,LOW
CVE-2023-32039,LOW
CVE-2023-35308,LOW
CVE-2023-33168,LOW
CVE-2023-35326,LOW
CVE-2023-33167,LOW
CVE-2023-35330,LOW
CVE-2023-32042,LOW
CVE-2023-33164,LOW
CVE-2023-33166,LOW
CVE-2023-32045,LOW
CVE-2023-35336,LOW
CVE-2023-32035,LOW
CVE-2023-32084,LOW
CVE-2023-32040,LOW
CVE-2023-33169,LOW
CVE-2023-32034,LOW
CVE-2023-35362,LOW
CVE-2023-35340,LOW
CVE-2023-21526,LOW
CVE-2023-32085,LOW
CVE-2023-33174,LOW
CVE-2023-35316,LOW
CVE-2023-35341,LOW
CVE-2023-35329,LOW
CVE-2023-36889,LOW
CVE-2023-35383,LOW
CVE-2023-35378,LOW
CVE-2023-35377,LOW
CVE-2023-36914,LOW
CVE-2023-35376,LOW
CVE-2023-36908,LOW
CVE-2023-36905,LOW
CVE-2023-36909,LOW
CVE-2023-36906,LOW
CVE-2023-36912,LOW
CVE-2023-36913,LOW
CVE-2023-36907,LOW
CVE-2023-35387,LOW
CVE-2023-38172,LOW
CVE-2023-38254,LOW
CVE-2022-3172,LOW
CVE-2022-45868,LOW
CVE-2024-23334,LOW
CVE-2017-12188,LOW
CVE-2016-8399,LOW
CVE-2011-0419,LOW
CVE-2020-8252,LOW
CVE-2021-22883,LOW
CVE-2021-22884,LOW
CVE-2022-21698,LOW
CVE-2021-42694,LOW
CVE-2019-6111,LOW
CVE-2022-32189,LOW
CVE-2022-2879,LOW
CVE-2022-3032,LOW
CVE-2022-32212,LOW
CVE-2022-1920,LOW
CVE-2022-3598,LOW
CVE-2022-27406,LOW
CVE-2022-1923,LOW
CVE-2022-42929,LOW
CVE-2022-0907,LOW
CVE-2022-40959,LOW
CVE-2022-2122,LOW
CVE-2022-36087,LOW
CVE-2022-3190,LOW
CVE-2022-1921,LOW
CVE-2022-3570,LOW
CVE-2022-29458,LOW
CVE-2022-1348,LOW
CVE-2022-45411,LOW
CVE-2022-40958,LOW
CVE-2022-27405,LOW
CVE-2022-0909,LOW
CVE-2022-46874,LOW
CVE-2022-24070,LOW
CVE-2022-1925,LOW
CVE-2022-32222,LOW
CVE-2022-31629,LOW
CVE-2022-41556,LOW
CVE-2022-21658,LOW
CVE-2022-45415,LOW
CVE-2022-31628,LOW
CVE-2022-32213,LOW
CVE-2022-41323,LOW
CVE-2022-45404,LOW
CVE-2022-40956,LOW
CVE-2022-35256,LOW
CVE-2022-45413,LOW
CVE-2022-42252,LOW
CVE-2022-45417,LOW
CVE-2022-1924,LOW
CVE-2022-45408,LOW
CVE-2022-37797,LOW
CVE-2022-45410,LOW
CVE-2022-46875,LOW
CVE-2022-45418,LOW
CVE-2021-37750,LOW
CVE-2022-32215,LOW
CVE-2022-22844,LOW
CVE-2022-36059,LOW
CVE-2022-45419,LOW
CVE-2022-45416,LOW
CVE-2022-45420,LOW
CVE-2021-46823,LOW
CVE-2022-26981,LOW
CVE-2022-46872,LOW
CVE-2022-45412,LOW
CVE-2018-7160,LOW
CVE-2022-3786,LOW
CVE-2022-1056,LOW
CVE-2022-3155,LOW
CVE-2022-46878,LOW
CVE-2022-3033,LOW
CVE-2022-3204,LOW
CVE-2022-1922,LOW
CVE-2022-45403,LOW
CVE-2021-28544,LOW
CVE-2022-0562,LOW
CVE-2022-42927,LOW
CVE-2006-20001,LOW
CVE-2022-3034,LOW
CVE-2023-21900,LOW
CVE-2022-31630,LOW
CVE-2023-28897,LOW
CVE-2019-0199,LOW
CVE-2018-11784,LOW
CVE-2019-12521,LOW
CVE-2022-4130,LOW
CVE-2024-21305,LOW
CVE-2024-20700,LOW
CVE-2024-20699,LOW
CVE-2023-35629,LOW
CVE-2023-35642,LOW
CVE-2023-36004,LOW
CVE-2022-28614,LOW
CVE-2022-28615,LOW
CVE-2023-21267,LOW
CVE-2021-21801,LOW
CVE-2009-1872,LOW
CVE-2019-2588,LOW
CVE-2021-20256,LOW
CVE-2008-6668,LOW
CVE-2019-2767,LOW
CVE-2013-6397,LOW
CVE-2017-0929,LOW
CVE-2017-11512,LOW
CVE-2020-3452,LOW
CVE-2020-25078,LOW
CVE-2021-26086,LOW
CVE-2017-9506,LOW
CVE-2017-11511,LOW
CVE-2021-25369,LOW
CVE-2021-41277,LOW
CVE-2017-9841,LOW
CVE-2016-4945,LOW
CVE-2014-2908,LOW
CVE-2021-31589,LOW
CVE-2012-4940,LOW
CVE-2020-9344,LOW
CVE-2019-1653,LOW
CVE-2018-5383,LOW
CVE-2023-6559,LOW
CVE-2019-15682,LOW
CVE-2021-38951,LOW
CVE-2019-17359,LOW
CVE-2020-26939,LOW
CVE-2017-16525,LOW
CVE-2017-8806,LOW
CVE-2018-8493,LOW
CVE-2020-25637,LOW
CVE-2021-3667,LOW
CVE-2021-3631,LOW
CVE-2022-0897,LOW
CVE-2021-4147,LOW
CVE-2020-12430,LOW
CVE-2020-10703,LOW
CVE-2021-3975,LOW
CVE-2018-1000180,LOW
CVE-2022-22473,LOW
CVE-2013-3975,LOW
CVE-2019-0223,LOW
CVE-2013-3977,LOW
CVE-2016-5331,LOW
CVE-2016-0057,LOW
CVE-2015-8080,LOW
CVE-2016-2216,LOW
CVE-2014-9745,LOW
CVE-2015-5073,LOW
CVE-2024-22419,LOW
CVE-2015-4047,LOW
CVE-2008-0887,LOW
CVE-2016-5119,LOW
CVE-2015-7829,LOW
CVE-2015-5248,LOW
CVE-2013-3077,LOW
CVE-2015-1386,LOW
CVE-2020-15168,LOW
CVE-2012-5613,LOW
CVE-2020-12004,LOW
CVE-2024-1708,LOW
CVE-2020-5849,LOW
CVE-2019-20499,LOW
CVE-2016-4669,LOW
CVE-2013-2566,LOW
CVE-2008-5161,LOW
CVE-2013-5211,LOW
CVE-2024-23219,LOW
CVE-2024-23217,LOW
CVE-2012-2686,LOW
CVE-2014-6041,LOW
CVE-2017-7924,LOW
CVE-2017-5930,LOW
CVE-2020-12027,LOW
CVE-2020-0787,LOW
CVE-2019-9193,LOW
CVE-2016-3236,LOW
CVE-2022-3358,LOW
CVE-2015-4000,LOW
CVE-2014-3566,LOW
CVE-2013-0235,LOW
CVE-2015-2856,LOW
CVE-2015-1126,LOW
CVE-2018-2392,LOW
CVE-2018-2393,LOW
CVE-2009-0255,LOW
CVE-2024-20311,LOW
CVE-2024-20309,LOW
CVE-2023-3961,LOW
CVE-2024-20271,LOW
CVE-2024-20265,LOW
CVE-2024-20312,LOW
CVE-2024-20324,LOW
CVE-2024-20306,LOW
CVE-2021-22543,LOW
CVE-2021-3564,LOW
CVE-2020-24587,LOW
CVE-2020-26141,LOW
CVE-2020-26139,LOW
CVE-2021-38208,LOW
CVE-2020-24586,LOW
CVE-2022-1158,LOW
CVE-2022-28893,LOW
CVE-2022-1353,LOW
CVE-2021-33624,LOW
CVE-2022-23222,LOW
CVE-2022-30594,LOW
CVE-2020-26558,LOW
CVE-2021-3506,LOW
CVE-2020-24588,LOW
CVE-2021-34693,LOW
CVE-2021-3543,LOW
CVE-2021-0129,LOW
CVE-2008-6579,LOW
CVE-2008-1667,LOW
CVE-2007-4994,LOW
CVE-2008-2942,LOW
CVE-2008-1589,LOW
CVE-2008-2953,LOW
CVE-2008-1676,LOW
CVE-2005-1260,LOW
CVE-2008-1518,LOW
CVE-2008-2708,LOW
CVE-2020-1968,LOW
CVE-2018-1000632,LOW
CVE-2021-43818,LOW
CVE-2018-17196,LOW
CVE-2021-34538,LOW
CVE-2023-0475,LOW
CVE-2024-20278,LOW
CVE-2024-20276,LOW
CVE-2024-20308,LOW
CVE-2024-20307,LOW
CVE-2013-4558,LOW
CVE-2008-1672,LOW
CVE-2008-2300,LOW
CVE-2008-2143,LOW
CVE-2024-20316,LOW
CVE-2011-2692,LOW
CVE-2011-2691,LOW
CVE-2011-0013,LOW
CVE-2011-1471,LOW
CVE-2011-3214,LOW
CVE-2011-0231,LOW
CVE-2011-1469,LOW
CVE-2011-1092,LOW
CVE-2011-1755,LOW
CVE-2011-3218,LOW
CVE-2011-0260,LOW
CVE-2010-1157,LOW
CVE-2010-3718,LOW
CVE-2010-2227,LOW
CVE-2010-4172,LOW
CVE-2011-0411,LOW
CVE-2011-1470,LOW
CVE-2011-3225,LOW
CVE-2011-3216,LOW
CVE-2010-3614,LOW
CVE-2010-2089,LOW
CVE-2010-0097,LOW
CVE-2011-1468,LOW
CVE-2011-1467,LOW
CVE-2011-3220,LOW
CVE-2011-3213,LOW
CVE-2011-3436,LOW
CVE-2011-3212,LOW
CVE-2011-3246,LOW
CVE-2011-3226,LOW
CVE-2011-3215,LOW
CVE-2011-3435,LOW
CVE-2010-3436,LOW
CVE-2010-1634,LOW
CVE-2008-2364,LOW
CVE-2008-3646,LOW
CVE-2008-3913,LOW
CVE-2007-2691,LOW
CVE-2024-20259,LOW
CVE-2008-3294,LOW
CVE-2008-1678,LOW
CVE-2008-4215,LOW
CVE-2008-4212,LOW
CVE-2008-3645,LOW
CVE-2008-3643,LOW
CVE-2007-4850,LOW
CVE-2008-2079,LOW
CVE-2008-4214,LOW
CVE-2008-3914,LOW
CVE-2008-1389,LOW
CVE-2008-3912,LOW
CVE-2007-6420,LOW
CVE-2024-2229,LOW
CVE-2018-10844,LOW
CVE-2018-10845,LOW
CVE-2010-1167,LOW
CVE-2024-20354,LOW
CVE-2007-1349,LOW
CVE-2024-20333,LOW
CVE-2011-0707,LOW
CVE-2011-0187,LOW
CVE-2011-1466,LOW
CVE-2009-0892,LOW
CVE-2008-2370,LOW
CVE-2020-7258,LOW
CVE-2020-7256,LOW
CVE-2015-3200,LOW
CVE-2008-1232,LOW
CVE-2009-0031,LOW
CVE-2012-5837,LOW
CVE-2012-3972,LOW
CVE-2013-4184,LOW
CVE-2023-22995,LOW
CVE-2023-28450,LOW
CVE-2022-0934,LOW
CVE-2021-44541,LOW
CVE-2021-3737,LOW
CVE-2021-4140,LOW
CVE-2021-45115,LOW
CVE-2021-4181,LOW
CVE-2021-44540,LOW
CVE-2022-22815,LOW
CVE-2020-9484,LOW
CVE-2022-35260,LOW
CVE-2021-22926,LOW
CVE-2022-27780,LOW
CVE-2022-27779,LOW
CVE-2022-30115,LOW
CVE-2019-20838,LOW
CVE-2021-31566,LOW
CVE-2021-22924,LOW
CVE-2020-8169,LOW
CVE-2022-43551,LOW
CVE-2021-22897,LOW
CVE-2022-42916,LOW
CVE-2021-22890,LOW
CVE-2022-27775,LOW
CVE-2021-22925,LOW
CVE-2022-27778,LOW
CVE-2022-27774,LOW
CVE-2020-8231,LOW
CVE-2019-20454,LOW
CVE-2021-36976,LOW
CVE-2021-22922,LOW
CVE-2012-4207,LOW
CVE-2011-0868,LOW
CVE-2011-0865,LOW
CVE-2011-0869,LOW
CVE-2011-0867,LOW
CVE-2008-1947,LOW
CVE-2012-4201,LOW
CVE-2008-2142,LOW
CVE-2011-0002,LOW
CVE-2008-2809,LOW
CVE-2009-0799,LOW
CVE-2012-4209,LOW
CVE-2008-0556,LOW
CVE-2007-6522,LOW
CVE-2009-1181,LOW
CVE-2008-0663,LOW
CVE-2008-3235,LOW
CVE-2007-6200,LOW
CVE-2012-4203,LOW
CVE-2008-0777,LOW
CVE-2008-0389,LOW
CVE-2011-1168,LOW
CVE-2008-0456,LOW
CVE-2023-6000,LOW
CVE-2008-0177,LOW
CVE-2008-0001,LOW
CVE-2012-3146,LOW
CVE-2012-3151,LOW
CVE-2007-6282,LOW
CVE-2008-3112,LOW
CVE-2008-0589,LOW
CVE-2007-6524,LOW
CVE-2008-3114,LOW
CVE-2011-3553,LOW
CVE-2021-26360,LOW
CVE-2021-26393,LOW
CVE-2021-26392,LOW
CVE-2021-26391,LOW
CVE-2020-12931,LOW
CVE-2020-12930,LOW
CVE-2022-0480,LOW
CVE-2024-1550,LOW
CVE-2024-1549,LOW
CVE-2024-1548,LOW
CVE-2024-1547,LOW
CVE-2023-47612,LOW
